LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.32	3.37	1724663283313	1216.1	494.5	1182.0	466.0
3.34	3.39	1724663283323	1215.8	497.2	1181.7	465.5
3.35	3.4	1724663283334	1212.5	492.0	1181.9	465.4
3.35	3.41	1724663283345	1212.5	492.0	1180.8	465.2
3.39	3.42	1724663283357	1210.7	492.2	1181.8	465.1
3.4	3.44	1724663283367	1213.5	491.6	1180.5	466.3
3.4	3.45	1724663283378	1213.5	491.6	1182.8	466.2
3.41	3.46	1724663283390	1215.8	483.3	1182.2	465.1
3.42	3.46	1724663283401	1217.6	485.4	1183.7	464.0
3.42	3.48	1724663283412	1217.6	485.4	1183.5	466.3
3.43	3.49	1724663283423	1211.4	488.9	1185.0	467.0
3.44	3.5	1724663283434	1206.2	488.5	1185.7	465.4
3.44	3.51	1724663283445	1206.2	488.5	1185.6	465.6
3.48	3.53	1724663283457	1203.7	488.7	1186.6	465.9
3.49	3.54	1724663283468	1202.1	487.1	1187.8	466.8
3.49	3.55	1724663283479	1202.1	487.1	1188.8	465.7
3.5	3.56	1724663283490	1202.0	486.4	1188.1	466.7
3.52	3.58	1724663283500	1202.3	487.0	1187.9	465.2
3.52	3.59	1724663283511	1202.3	487.0	1186.7	463.8
3.53	3.61	1724663283524	1231.9	482.3	1216.6	461.2
3.56	3.62	1724663283534	1291.9	464.3	1270.7	457.0
3.6	3.63	1724663283546	1321.7	469.0	1354.1	455.3
3.62	3.63	1724663283557	1380.0	454.2	1393.7	453.3
3.63	3.63	1724663283567	1403.8	453.1	1403.4	451.4
3.64	3.64	1724663283578	1403.4	459.7	1393.9	449.8
3.64	3.64	1724663283591	1402.4	459.1	1394.0	452.8
3.65	3.64	1724663283601	1401.8	459.5	1392.0	452.4
3.61	3.64	1724663283612	1407.7	441.4	1391.4	453.2
3.62	3.65	1724663283623	1410.7	446.3	1391.6	451.2
3.63	3.65	1724663283634	1409.1	447.6	1391.2	451.4
3.66	3.67	1724663283645	1401.4	467.9	1390.3	452.8
3.68	3.67	1724663283656	1404.6	468.3	1390.1	452.0
3.69	3.68	1724663283667	1403.6	467.7	1388.6	452.1
3.66	3.68	1724663283678	1412.4	446.9	1387.1	451.3
3.67	3.69	1724663283690	1412.2	448.7	1385.6	449.6
3.67	3.69	1724663283701	1408.5	449.9	1384.0	449.8
3.7	3.69	1724663283712	1396.2	465.5	1384.5	447.3
3.72	3.69	1724663283724	1395.6	469.0	1384.7	448.0
3.72	3.7	1724663283733	1395.8	469.2	1384.3	448.0
3.71	3.7	1724663283746	1407.7	455.5	1383.2	451.0
3.71	3.71	1724663283756	1406.8	463.1	1379.6	452.3
3.71	3.71	1724663283767	1405.5	467.3	1379.5	455.3
3.74	3.71	1724663283778	1388.8	468.4	1380.8	451.9
3.71	3.7	1724663283790	1387.1	484.4	1382.2	456.6
3.73	3.66	1724663283800	1377.6	497.1	1379.0	475.1
3.67	3.63	1724663283811	1400.7	520.5	1377.4	492.1
1.71	3.54	1724663283923	1274.7	1088.7	1288.7	646.7
1.71	3.54	1724663283933	1274.7	1088.7	1266.6	637.0
2.02	3.65	1724663283945	1032.3	887.0	1257.5	599.3
2.25	3.73	1724663283956	857.1	741.4	1245.2	572.2
2.74	3.8	1724663283967	1002.3	701.6	1244.5	543.3
3.6	3.77	1724663283978	1252.9	632.8	1239.6	555.7
3.55	3.78	1724663283989	1283.7	638.8	1240.0	549.0
3.57	3.78	1724663283999	1272.4	638.4	1238.8	554.3
3.69	3.79	1724663284012	1262.9	613.7	1240.6	552.6
3.81	3.8	1724663284023	1249.0	592.3	1241.3	558.0
3.84	3.81	1724663284033	1253.3	575.8	1242.9	559.2
3.83	3.81	1724663284045	1254.7	578.7	1244.9	559.3
3.81	3.81	1724663284057	1249.9	582.7	1245.8	559.1
3.81	3.82	1724663284067	1253.0	582.0	1245.6	558.2
3.8	3.83	1724663284078	1250.7	590.5	1244.6	558.8
3.82	3.83	1724663284089	1248.1	589.3	1244.8	557.0
3.82	3.84	1724663284100	1247.1	587.6	1245.1	556.6
3.83	3.84	1724663284111	1248.7	582.4	1246.7	554.7
3.83	3.84	1724663284123	1246.2	581.9	1245.4	554.1
3.84	3.85	1724663284134	1246.2	584.2	1245.1	555.5
3.83	3.86	1724663284145	1245.0	580.4	1243.3	556.4
3.83	3.86	1724663284156	1246.2	576.2	1243.4	555.0
3.83	3.86	1724663284167	1247.0	574.2	1243.0	552.4
3.85	3.86	1724663284178	1249.1	573.0	1244.2	549.0
3.86	3.87	1724663284190	1249.9	574.8	1242.9	547.0
3.86	3.88	1724663284200	1249.8	575.9	1241.8	547.7
3.86	3.88	1724663284212	1249.2	578.9	1241.4	547.4
3.87	3.89	1724663284223	1253.7	575.1	1242.9	547.8
3.87	3.9	1724663284232	1254.8	576.2	1243.5	547.8
3.87	3.9	1724663284245	1254.2	577.7	1243.0	546.7
3.88	3.9	1724663284256	1251.9	581.9	1242.0	545.9
3.88	3.89	1724663284267	1250.2	581.4	1241.7	544.8
3.88	3.89	1724663284279	1249.6	581.1	1241.5	546.8
3.89	3.89	1724663284290	1251.7	579.6	1242.1	546.4
3.89	3.89	1724663284301	1252.4	580.0	1242.2	544.1
3.89	3.89	1724663284312	1251.9	580.7	1242.5	542.3
3.89	3.89	1724663284323	1254.1	579.7	1243.3	542.4
3.9	3.9	1724663284333	1254.0	577.5	1243.1	543.5
3.91	3.9	1724663284345	1251.0	572.5	1243.8	544.5
3.91	3.9	1724663284356	1248.5	573.8	1243.7	545.2
3.92	3.89	1724663284367	1248.1	575.7	1243.7	545.2
3.92	3.89	1724663284379	1244.1	579.1	1243.4	544.4
3.92	3.89	1724663284390	1245.8	576.6	1243.3	545.2
3.92	3.89	1724663284400	1245.5	575.3	1243.7	546.4
3.93	3.9	1724663284412	1246.1	567.6	1241.9	548.9
3.94	3.9	1724663284422	1244.3	566.7	1240.9	548.8
3.94	3.9	1724663284434	1244.1	563.7	1241.7	547.8
