LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
2.94	2.93	1724561512182	937.7	498.0	949.2	510.2
2.94	2.93	1724561512194	936.5	499.9	947.7	508.0
2.94	2.94	1724561512205	938.8	499.5	946.8	510.2
2.95	2.94	1724561512216	936.2	497.5	947.4	508.7
2.95	2.94	1724561512227	938.0	495.7	948.8	507.4
2.95	2.94	1724561512238	938.5	498.6	947.3	504.3
2.95	2.94	1724561512249	939.6	498.1	947.2	502.8
2.95	2.94	1724561512260	937.1	501.4	945.7	500.3
2.95	2.94	1724561512271	938.0	501.4	945.9	503.6
2.95	2.94	1724561512283	938.8	503.3	946.2	504.6
2.95	2.94	1724561512294	940.9	499.2	946.3	510.4
2.96	2.95	1724561512305	936.6	494.0	944.5	512.4
2.97	2.95	1724561512316	937.2	493.5	943.7	513.0
2.98	2.96	1724561512327	937.7	489.9	942.7	510.3
2.98	2.96	1724561512338	938.0	490.6	943.5	509.9
2.99	2.96	1724561512349	936.7	488.3	945.2	510.0
2.99	2.97	1724561512360	936.4	489.7	946.4	508.1
3.0	2.97	1724561512371	944.9	489.4	947.6	504.9
3.0	2.98	1724561512383	945.1	488.9	943.6	504.4
3.0	2.99	1724561512394	945.0	494.5	939.2	506.5
3.0	2.99	1724561512405	938.5	494.8	938.3	509.4
3.01	2.99	1724561512416	937.0	495.1	939.6	511.5
3.02	3.0	1724561512427	935.6	491.2	942.1	508.3
3.03	3.01	1724561512438	938.2	487.2	944.7	506.0
3.04	3.02	1724561512449	937.7	487.7	943.4	506.9
3.04	3.03	1724561512460	942.4	492.2	945.4	509.7
3.05	3.05	1724561512471	960.6	524.1	964.3	532.2
3.05	3.05	1724561512482	979.9	552.1	984.6	562.9
3.06	3.05	1724561512494	1000.0	597.0	1005.0	603.0
3.06	3.05	1724561512504	1007.2	614.2	1006.7	624.3
3.06	3.05	1724561512516	1006.7	614.0	1006.9	628.8
3.07	3.06	1724561512527	1007.8	612.9	1004.5	636.2
3.08	3.08	1724561512538	1011.1	611.0	1003.5	633.2
3.08	3.09	1724561512549	1009.2	611.1	1002.3	632.4
3.09	3.09	1724561512560	1008.6	610.4	997.1	630.1
3.1	3.09	1724561512571	1008.5	619.6	995.2	632.1
3.1	3.1	1724561512583	1009.2	619.1	995.7	634.6
3.1	3.1	1724561512594	1008.7	623.5	999.1	630.4
3.11	3.11	1724561512605	1006.0	619.2	1000.9	625.3
3.12	3.11	1724561512614	1007.7	620.2	1000.7	624.6
3.13	3.13	1724561512627	1005.1	619.7	999.5	627.2
3.14	3.13	1724561512637	1007.1	620.9	1000.3	633.4
3.14	3.14	1724561512649	1007.2	620.9	1000.1	630.5
3.15	3.14	1724561512660	1009.3	618.2	1002.2	634.7
3.16	3.15	1724561512671	1003.9	622.6	999.5	633.9
3.16	3.16	1724561512682	1001.3	626.7	997.1	637.2
3.17	3.17	1724561512693	999.5	627.7	994.7	634.3
3.18	3.17	1724561512704	1003.8	621.8	996.0	633.6
3.19	3.18	1724561512716	1006.7	619.2	999.8	631.8
3.19	3.19	1724561512727	1008.1	615.0	1001.1	634.1
3.2	3.19	1724561512738	1008.4	618.4	1001.6	637.5
3.21	3.2	1724561512749	1006.3	619.1	1000.2	638.3
3.22	3.21	1724561512760	1005.3	622.1	999.4	636.3
3.23	3.22	1724561512771	1002.3	618.8	998.3	637.7
3.23	3.23	1724561512782	1001.5	620.5	994.5	639.2
3.25	3.23	1724561512794	1003.2	624.2	997.0	641.4
3.25	3.24	1724561512805	1002.3	624.8	995.4	638.1
3.25	3.25	1724561512815	1003.3	622.4	998.0	637.6
3.25	3.26	1724561512826	1001.7	620.3	999.9	641.7
3.27	3.27	1724561512838	1001.8	623.6	1001.2	645.4
3.28	3.27	1724561512849	1001.1	624.1	1000.8	644.0
3.29	3.27	1724561512860	1000.3	622.8	998.6	638.8
3.3	3.28	1724561512871	1002.9	616.9	1000.2	633.8
3.3	3.28	1724561512881	1004.1	616.1	1000.2	633.9
