LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.07	3.12	1724662144827	1050.9	635.9	1012.3	615.9
3.08	3.13	1724662144839	1060.1	622.8	1022.8	609.9
3.09	3.14	1724662144849	1071.3	613.7	1038.4	603.5
3.11	3.15	1724662144860	1092.7	585.0	1064.0	580.0
3.12	3.16	1724662144872	1110.6	568.1	1080.3	560.3
3.13	3.17	1724662144882	1117.0	558.2	1085.7	548.5
3.15	3.18	1724662144894	1117.6	557.3	1084.2	545.1
3.16	3.19	1724662144905	1117.4	557.1	1082.7	544.9
3.16	3.2	1724662144916	1117.5	554.9	1080.7	545.6
3.17	3.22	1724662144927	1116.4	553.0	1082.9	546.2
3.18	3.23	1724662144939	1115.3	550.4	1084.7	547.7
3.19	3.23	1724662144949	1115.3	552.4	1086.5	546.6
3.2	3.24	1724662144960	1113.8	556.5	1085.7	546.6
3.22	3.26	1724662144972	1110.0	556.6	1085.8	545.8
3.22	3.27	1724662144983	1108.0	556.3	1085.9	546.3
3.23	3.28	1724662144994	1107.0	554.6	1086.8	544.5
3.24	3.28	1724662145005	1107.4	555.0	1086.4	543.3
3.25	3.29	1724662145016	1107.5	555.1	1088.0	541.4
3.26	3.29	1724662145027	1107.4	557.6	1086.7	540.9
3.28	3.31	1724662145038	1106.4	556.6	1085.5	541.7
3.28	3.31	1724662145049	1107.9	557.0	1083.9	542.6
3.29	3.32	1724662145060	1107.8	556.7	1083.7	544.2
3.3	3.32	1724662145072	1110.5	559.0	1083.6	544.3
3.3	3.32	1724662145082	1110.9	557.3	1084.1	544.6
3.31	3.33	1724662145094	1115.0	556.1	1087.2	542.6
3.31	3.32	1724662145105	1121.1	537.3	1104.6	529.8
3.32	3.33	1724662145116	1134.5	520.6	1120.2	516.1
3.34	3.32	1724662145127	1162.3	494.4	1150.5	488.0
3.34	3.33	1724662145138	1183.7	480.3	1160.7	467.3
3.35	3.33	1724662145149	1195.7	477.9	1167.6	459.3
3.35	3.33	1724662145160	1195.0	476.7	1164.3	455.5
3.34	3.32	1724662145172	1193.9	482.3	1165.9	456.5
3.34	3.33	1724662145182	1193.0	479.3	1165.3	457.1
3.34	3.33	1724662145194	1196.2	479.3	1165.9	458.1
3.35	3.33	1724662145205	1195.9	476.5	1165.1	458.3
3.35	3.33	1724662145216	1195.3	476.5	1164.1	459.3
3.35	3.33	1724662145227	1191.4	477.7	1163.9	456.6
3.36	3.34	1724662145239	1192.8	477.1	1162.7	456.2
3.37	3.34	1724662145249	1192.1	476.9	1162.9	455.8
3.37	3.34	1724662145260	1191.0	476.1	1161.5	455.1
3.37	3.34	1724662145274	1190.2	475.3	1162.6	453.4
3.37	3.35	1724662145282	1188.9	475.4	1162.1	453.6
3.37	3.35	1724662145293	1187.5	476.1	1163.1	454.9
3.38	3.36	1724662145304	1185.7	479.2	1161.1	455.6
3.39	3.37	1724662145316	1185.9	479.2	1161.4	454.8
3.41	3.38	1724662145327	1187.7	478.4	1159.5	454.7
3.41	3.39	1724662145338	1187.2	478.0	1158.0	455.7
3.41	3.39	1724662145349	1187.0	477.0	1156.6	455.0
3.42	3.4	1724662145360	1186.0	477.3	1155.9	458.6
3.42	3.41	1724662145371	1184.1	477.8	1155.2	458.4
3.43	3.42	1724662145382	1182.1	478.5	1154.8	458.8
3.43	3.43	1724662145393	1179.5	477.4	1154.6	459.4
3.45	3.44	1724662145404	1179.6	479.6	1155.9	460.5
3.46	3.43	1724662145415	1179.0	481.4	1155.8	461.6
3.47	3.44	1724662145427	1177.9	484.7	1156.1	460.8
3.48	3.46	1724662145438	1177.7	487.0	1156.3	461.4
3.49	3.47	1724662145449	1178.1	487.8	1156.1	462.0
3.49	3.48	1724662145461	1175.2	483.4	1153.4	464.3
3.51	3.49	1724662145471	1140.0	490.5	1114.9	473.3
3.52	3.49	1724662145482	1092.8	512.5	1071.6	488.2
3.53	3.51	1724662145493	1047.5	554.7	1019.3	532.4
3.52	3.52	1724662145505	1029.1	594.6	1003.4	574.6
3.52	3.53	1724662145516	1029.8	606.1	1000.2	595.1
3.52	3.53	1724662145527	1025.8	605.2	1003.3	598.4
3.53	3.54	1724662145538	1026.1	600.6	1001.9	599.7
3.54	3.54	1724662145549	1022.6	605.8	1002.2	603.4
3.54	3.55	1724662145560	1022.1	609.4	1000.8	604.9
3.55	3.55	1724662145571	1017.0	610.4	1000.7	606.6
3.55	3.56	1724662145582	1017.9	611.8	1001.0	604.4
3.56	3.56	1724662145593	1021.4	614.0	1001.0	605.8
3.57	3.56	1724662145605	1021.8	618.2	1001.4	605.1
3.57	3.57	1724662145614	1022.8	618.5	1000.9	608.1
3.58	3.59	1724662145626	1023.4	618.9	1000.5	608.9
3.59	3.59	1724662145638	1023.9	620.0	999.2	610.1
3.59	3.6	1724662145648	1023.5	621.7	997.8	612.1
3.6	3.6	1724662145660	1025.2	619.9	996.7	612.2
3.6	3.61	1724662145671	1027.0	617.4	997.4	611.1
3.61	3.61	1724662145682	1027.8	617.1	997.7	609.7
3.61	3.62	1724662145693	1024.7	616.1	999.1	609.4
3.61	3.62	1724662145704	1030.8	612.8	999.5	606.5
3.62	3.63	1724662145715	1031.6	614.0	1000.5	607.8
3.62	3.62	1724662145727	1030.4	613.6	999.5	604.3
3.62	3.62	1724662145738	1028.6	613.3	998.8	606.7
3.62	3.62	1724662145748	1026.1	615.9	998.4	605.5
3.62	3.63	1724662145760	1026.2	618.5	999.0	607.4
3.62	3.63	1724662145771	1026.4	617.2	997.8	607.1
3.62	3.64	1724662145782	1026.8	615.2	995.1	610.4
3.63	3.63	1724662145793	1027.7	614.2	992.8	610.0
3.63	3.64	1724662145804	1027.7	617.5	993.6	612.1
3.63	3.64	1724662145815	1029.1	619.1	993.6	610.9
3.63	3.64	1724662145827	1005.4	631.4	975.2	618.1
3.63	3.65	1724662145838	966.3	660.5	937.7	640.3
3.62	3.65	1724662145848	939.5	685.8	912.7	671.7
3.62	3.65	1724662145860	931.5	695.9	905.3	694.4
3.62	3.65	1724662145871	938.1	693.5	914.5	699.7
3.62	3.64	1724662145881	934.9	692.2	910.4	698.1
3.62	3.64	1724662145893	932.7	694.8	911.6	698.8
3.62	3.64	1724662145904	934.6	698.0	912.0	698.4
3.62	3.64	1724662145915	935.2	699.3	911.9	697.6
3.63	3.65	1724662145927	938.9	696.2	910.2	699.5
3.62	3.64	1724662145938	937.2	695.6	908.6	701.0
3.62	3.64	1724662145948	935.5	691.9	908.6	702.2
3.61	3.63	1724662145960	931.6	698.3	907.4	704.3
3.62	3.63	1724662145971	932.9	696.6	908.2	706.6
3.62	3.63	1724662145982	930.8	696.7	908.8	706.5
3.63	3.63	1724662145994	932.5	697.2	908.2	706.9
3.62	3.63	1724662146005	930.6	698.8	907.0	707.7
3.62	3.63	1724662146014	929.9	701.0	907.2	708.8
3.62	3.64	1724662146027	926.9	698.8	909.3	709.2
3.62	3.63	1724662146037	925.9	699.4	908.8	709.9
3.62	3.63	1724662146049	925.7	699.6	907.3	708.4
3.62	3.63	1724662146060	925.9	700.2	906.7	709.6
3.62	3.63	1724662146070	927.1	699.5	906.5	709.7
3.63	3.63	1724662146082	927.8	699.0	907.7	711.0
3.63	3.63	1724662146093	929.3	699.6	906.4	709.8
3.63	3.63	1724662146105	930.2	697.6	907.3	707.8
3.62	3.63	1724662146115	923.6	703.8	903.6	711.0
3.64	3.64	1724662146127	893.4	754.8	870.0	747.8
3.65	3.65	1724662146137	819.8	842.2	799.3	812.4
3.65	3.69	1724662146148	738.1	948.8	751.1	862.4
3.62	3.71	1724662146160	689.7	1001.1	703.0	901.9
3.58	3.77	1724662146170	572.7	1243.5	411.9	1285.4
3.62	3.77	1724662146181	489.7	1429.8	411.9	1285.4
3.62	3.77	1724662146193	489.7	1429.8	411.9	1285.4
3.49	3.73	1724662146204	246.7	1900.3	164.8	1678.8
3.49	3.73	1724662146214	246.7	1900.3	164.8	1678.8
3.49	3.73	1724662146226	246.7	1900.3	164.8	1678.8
3.99	3.87	1724662146969	892.4	732.5	947.2	795.3
3.82	3.77	1724662146980	894.5	761.2	943.9	799.6
