LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
2.87	2.94	1724562542864	1233.0	395.1	1231.7	401.8
2.87	2.94	1724562542874	1232.8	395.0	1230.7	403.0
2.87	2.94	1724562542885	1234.1	393.5	1230.2	403.5
2.87	2.95	1724562542895	1234.7	395.1	1229.0	404.1
2.88	2.95	1724562542907	1234.9	395.3	1229.4	404.2
2.88	2.96	1724562542919	1236.9	392.3	1227.2	404.9
2.9	2.97	1724562542930	1235.4	393.8	1226.9	405.7
2.9	2.97	1724562542941	1235.0	394.1	1226.9	405.8
2.92	2.98	1724562542952	1234.4	396.2	1226.8	406.7
2.92	2.99	1724562542963	1235.4	394.9	1228.9	406.0
2.93	3.0	1724562542973	1234.9	396.0	1228.3	405.3
2.93	3.02	1724562542985	1236.2	396.6	1228.3	405.2
2.94	3.02	1724562542997	1236.2	395.4	1225.7	404.7
2.94	3.03	1724562543007	1236.4	393.7	1225.9	404.1
2.95	3.03	1724562543019	1234.7	394.6	1224.6	404.4
2.96	3.04	1724562543030	1233.9	393.7	1224.8	404.3
2.97	3.05	1724562543040	1234.7	394.5	1224.7	405.2
2.98	3.06	1724562543052	1234.7	392.3	1225.6	404.8
2.98	3.07	1724562543063	1231.9	394.4	1228.6	403.1
2.99	3.08	1724562543074	1229.8	395.6	1227.7	401.3
3.0	3.09	1724562543086	1230.9	389.5	1226.3	404.2
3.01	3.1	1724562543097	1228.6	387.1	1224.6	406.2
3.01	3.11	1724562543107	1227.2	388.6	1222.2	407.5
3.02	3.12	1724562543119	1225.3	392.6	1223.7	408.3
3.03	3.13	1724562543129	1228.2	393.4	1222.1	408.6
3.04	3.14	1724562543141	1227.3	393.0	1221.1	411.3
3.04	3.14	1724562543152	1221.0	393.3	1217.9	412.9
3.04	3.15	1724562543163	1222.9	396.5	1217.3	414.0
3.05	3.15	1724562543174	1222.1	397.8	1216.0	414.3
3.06	3.15	1724562543186	1221.5	398.8	1213.9	416.2
3.07	3.15	1724562543195	1221.6	402.8	1215.4	413.4
3.08	3.16	1724562543207	1217.8	403.6	1213.8	416.2
3.08	3.17	1724562543218	1181.5	428.0	1183.9	434.8
3.07	3.17	1724562543229	1142.5	455.8	1145.8	465.2
3.06	3.17	1724562543240	1125.1	471.1	1124.5	483.8
3.07	3.17	1724562543252	1123.4	479.0	1116.5	483.9
3.07	3.17	1724562543263	1125.2	476.7	1117.2	482.7
3.07	3.17	1724562543273	1125.8	476.1	1116.7	480.8
3.07	3.17	1724562543286	1125.4	475.5	1118.1	483.2
3.07	3.17	1724562543297	1126.1	477.3	1118.7	482.8
3.07	3.17	1724562543307	1125.5	477.1	1119.3	483.0
3.08	3.17	1724562543319	1126.4	475.4	1118.9	484.8
3.08	3.17	1724562543330	1127.8	476.1	1119.1	488.7
3.09	3.17	1724562543340	1126.8	477.4	1118.4	490.2
3.09	3.18	1724562543351	1128.1	477.0	1119.3	489.2
3.09	3.18	1724562543363	1127.2	478.1	1119.5	490.1
3.1	3.18	1724562543374	1128.1	477.1	1119.4	490.9
3.11	3.19	1724562543386	1129.1	479.4	1119.3	490.5
3.11	3.2	1724562543397	1129.1	478.9	1119.0	488.9
3.11	3.21	1724562543407	1128.3	479.8	1119.4	490.4
3.12	3.21	1724562543418	1129.7	478.1	1119.9	491.0
3.13	3.21	1724562543429	1129.8	477.7	1118.6	491.9
3.13	3.21	1724562543441	1131.7	477.9	1120.0	491.5
3.14	3.23	1724562543451	1131.9	480.3	1120.5	492.6
3.15	3.23	1724562543463	1132.1	480.4	1121.7	493.9
3.16	3.24	1724562543473	1131.6	479.2	1121.3	492.8
3.17	3.25	1724562543485	1131.7	476.3	1122.6	492.5
3.17	3.26	1724562543497	1132.8	476.0	1122.0	489.9
3.18	3.26	1724562543507	1132.5	476.7	1122.4	490.5
3.19	3.26	1724562543519	1134.4	476.7	1121.9	490.5
3.19	3.27	1724562543529	1133.2	475.3	1121.0	492.3
3.2	3.28	1724562543540	1132.9	476.6	1121.7	491.6
3.21	3.28	1724562543552	1131.2	477.8	1121.8	490.6
3.22	3.29	1724562543563	1131.0	477.5	1124.6	488.0
3.22	3.3	1724562543575	1131.4	477.6	1123.9	487.3
3.22	3.31	1724562543584	1131.5	475.6	1123.9	487.2
3.24	3.31	1724562543596	1130.9	473.9	1123.1	488.3
3.24	3.32	1724562543607	1130.8	474.2	1123.4	489.5
3.25	3.32	1724562543619	1132.4	474.1	1123.9	489.6
3.26	3.33	1724562543630	1132.4	476.0	1125.6	489.6
3.26	3.34	1724562543640	1135.4	474.7	1127.5	488.9
3.28	3.36	1724562543652	1150.8	454.5	1153.1	473.5
3.3	3.37	1724562543662	1187.8	425.4	1182.3	450.4
3.31	3.38	1724562543673	1211.7	404.2	1216.2	422.4
3.32	3.38	1724562543685	1231.1	396.3	1224.8	409.5
3.33	3.39	1724562543696	1232.4	397.0	1231.2	401.9
3.33	3.4	1724562543707	1231.3	400.0	1227.4	404.9
3.33	3.4	1724562543718	1231.9	399.0	1228.3	406.3
3.34	3.4	1724562543729	1232.8	395.5	1226.1	405.8
3.35	3.4	1724562543740	1234.2	396.2	1225.3	404.9
3.35	3.4	1724562543752	1234.8	397.5	1226.3	404.3
3.35	3.41	1724562543762	1235.0	399.5	1229.0	406.2
3.36	3.41	1724562543773	1234.6	399.3	1229.0	407.1
3.36	3.42	1724562543785	1233.9	400.7	1229.4	406.4
3.36	3.42	1724562543796	1232.9	398.1	1228.6	406.2
3.36	3.42	1724562543807	1233.7	397.4	1229.5	406.0
3.37	3.43	1724562543818	1231.1	393.9	1229.2	405.6
3.38	3.43	1724562543829	1231.4	395.1	1229.6	408.3
3.38	3.43	1724562543840	1231.5	396.2	1229.3	408.7
3.38	3.43	1724562543852	1235.3	393.7	1228.8	411.5
3.38	3.43	1724562543863	1233.8	393.2	1226.6	411.7
3.39	3.44	1724562543873	1233.1	391.3	1226.2	410.8
3.39	3.44	1724562543885	1230.7	398.2	1227.8	415.2
3.39	3.44	1724562543895	1233.8	398.8	1230.4	414.9
3.39	3.44	1724562543906	1234.9	397.9	1229.9	414.1
3.39	3.44	1724562543918	1234.2	397.4	1230.1	412.7
3.4	3.45	1724562543929	1232.7	397.4	1229.4	414.4
3.4	3.45	1724562543940	1232.2	398.4	1229.7	415.9
3.4	3.45	1724562543951	1231.1	399.0	1231.3	414.1
3.4	3.45	1724562543962	1230.8	396.8	1232.6	413.6
3.4	3.45	1724562543972	1229.7	397.6	1233.6	413.1
3.4	3.46	1724562543984	1229.2	392.8	1232.4	413.2
3.4	3.45	1724562543995	1229.8	392.2	1231.8	413.4
3.4	3.45	1724562544007	1229.3	394.3	1231.9	413.1
3.39	3.45	1724562544018	1230.1	395.1	1232.4	414.8
3.39	3.46	1724562544029	1230.0	395.7	1232.7	414.7
3.38	3.45	1724562544040	1229.4	395.6	1232.8	416.1
3.37	3.44	1724562544052	1229.5	394.5	1233.6	416.0
3.36	3.43	1724562544062	1227.1	395.6	1233.3	417.6
3.35	3.43	1724562544073	1228.0	395.1	1233.2	417.8
3.34	3.42	1724562544084	1232.5	399.0	1233.5	416.8
3.32	3.41	1724562544095	1231.0	402.0	1233.0	415.5
3.31	3.39	1724562544106	1230.6	401.9	1233.7	415.3
3.29	3.38	1724562544118	1228.1	404.0	1233.9	415.1
3.28	3.36	1724562544129	1231.6	402.8	1234.5	416.4
3.26	3.34	1724562544140	1232.1	402.1	1235.4	415.3
3.24	3.32	1724562544151	1229.5	400.4	1233.2	417.8
3.23	3.3	1724562544163	1229.6	398.9	1233.5	418.3
3.21	3.29	1724562544173	1228.1	398.5	1233.0	416.9
3.19	3.28	1724562544185	1227.6	397.6	1232.5	416.4
3.17	3.26	1724562544196	1226.0	397.0	1231.7	415.6
3.16	3.25	1724562544206	1227.6	396.8	1231.8	417.2
3.14	3.24	1724562544218	1229.6	398.0	1231.5	417.3
3.12	3.22	1724562544229	1227.3	398.5	1231.3	418.2
3.11	3.21	1724562544240	1226.3	398.8	1230.5	418.7
3.1	3.19	1724562544251	1226.2	397.6	1232.4	417.9
3.09	3.18	1724562544262	1227.7	399.9	1229.9	417.8
3.09	3.17	1724562544272	1228.7	398.8	1230.2	418.6
3.07	3.16	1724562544285	1226.9	405.2	1229.1	415.6
3.05	3.15	1724562544295	1228.4	402.8	1228.3	415.6
3.04	3.14	1724562544306	1228.3	403.1	1228.0	415.7
3.03	3.14	1724562544318	1230.5	403.7	1228.4	416.9
3.03	3.13	1724562544328	1228.1	405.1	1226.9	416.3
3.03	3.13	1724562544339	1227.7	405.1	1227.6	415.2
3.02	3.13	1724562544352	1231.3	401.7	1227.2	415.6
3.02	3.12	1724562544362	1230.4	401.9	1226.8	415.8
3.01	3.12	1724562544373	1231.2	400.6	1226.1	415.5
3.01	3.12	1724562544383	1227.1	403.7	1226.9	415.0
3.01	3.12	1724562544395	1229.6	405.5	1227.5	414.3
3.0	3.12	1724562544406	1228.9	406.4	1228.8	414.3
3.0	3.11	1724562544418	1227.5	404.6	1227.8	414.2
3.0	3.11	1724562544429	1229.2	402.9	1227.3	415.7
2.99	3.11	1724562544439	1229.3	402.7	1226.9	416.3
2.99	3.11	1724562544451	1230.2	402.5	1228.0	416.2
2.99	3.11	1724562544462	1227.2	402.9	1226.7	415.2
3.0	3.11	1724562544473	1227.4	404.0	1226.4	415.0
3.0	3.11	1724562544485	1229.7	402.5	1224.8	414.7
3.0	3.11	1724562544496	1228.9	403.6	1227.9	413.5
3.0	3.12	1724562544505	1228.2	403.2	1227.9	414.1
3.01	3.12	1724562544518	1225.9	402.8	1229.4	414.2
3.02	3.12	1724562544529	1226.8	400.9	1227.2	415.4
3.02	3.12	1724562544539	1226.1	401.4	1227.0	415.4
2.78	2.84	1724562546516	1260.4	462.5	1262.3	461.6
2.77	2.85	1724562546527	1261.9	461.6	1260.7	461.3
2.77	2.84	1724562546538	1260.6	463.7	1260.6	460.8
2.77	2.84	1724562546549	1260.6	464.3	1259.3	461.6
2.77	2.84	1724562546561	1260.1	464.7	1259.7	461.5
2.77	2.84	1724562546570	1261.3	463.7	1258.3	461.6
2.77	2.84	1724562546583	1260.0	463.6	1258.4	462.4
2.78	2.84	1724562546594	1261.5	460.1	1259.1	460.5
2.78	2.84	1724562546604	1260.1	460.5	1259.7	460.0
2.79	2.85	1724562546615	1260.4	458.3	1258.7	460.5
2.79	2.86	1724562546627	1260.6	458.3	1258.5	458.5
2.79	2.86	1724562546638	1262.1	458.9	1258.9	459.1
2.8	2.86	1724562546650	1260.0	459.3	1260.6	458.5
2.79	2.86	1724562546660	1261.5	459.7	1259.6	457.5
2.79	2.86	1724562546671	1259.7	458.9	1259.7	457.6
2.8	2.87	1724562546683	1259.4	460.0	1257.4	455.9
2.8	2.87	1724562546693	1256.7	460.9	1255.9	456.3
2.81	2.87	1724562546704	1256.8	460.9	1255.2	456.5
2.81	2.88	1724562546715	1256.9	461.8	1256.7	460.2
2.81	2.88	1724562546727	1255.1	463.5	1255.9	461.2
2.82	2.89	1724562546738	1254.4	464.3	1254.2	462.1
2.82	2.89	1724562546749	1255.0	465.7	1252.4	461.3
2.84	2.9	1724562546761	1254.1	468.9	1252.5	464.1
2.84	2.9	1724562546771	1253.9	470.2	1251.6	466.7
2.85	2.9	1724562546783	1254.3	469.8	1250.2	469.7
2.85	2.9	1724562546793	1255.3	469.7	1248.0	472.8
2.85	2.91	1724562546804	1255.9	471.2	1248.4	473.9
2.86	2.92	1724562546815	1253.4	474.7	1249.6	477.1
2.87	2.92	1724562546827	1252.0	474.1	1248.6	479.9
2.87	2.93	1724562546838	1251.8	473.9	1246.2	482.5
2.88	2.94	1724562546849	1250.8	477.2	1245.0	481.7
2.89	2.95	1724562546860	1250.9	480.8	1242.9	484.2
2.9	2.95	1724562546871	1251.5	483.5	1240.4	485.5
2.9	2.95	1724562546882	1250.3	484.9	1239.9	488.4
2.9	2.95	1724562546894	1245.9	490.7	1242.2	491.6
2.9	2.96	1724562546905	1243.2	491.7	1240.3	495.4
2.91	2.97	1724562546916	1243.6	494.6	1239.0	495.4
2.92	2.98	1724562546927	1241.2	495.0	1236.6	496.9
2.92	2.98	1724562546938	1239.8	495.5	1234.4	497.1
2.93	2.99	1724562546949	1236.6	497.8	1230.6	492.9
2.94	2.99	1724562546960	1233.0	500.2	1229.7	495.7
2.95	3.0	1724562546971	1230.9	502.1	1228.1	497.0
2.96	3.01	1724562546983	1226.6	501.9	1230.3	501.6
2.97	3.03	1724562546994	1206.5	510.5	1206.6	501.0
2.98	3.04	1724562547004	1177.7	528.8	1174.1	524.0
2.99	3.06	1724562547016	1122.4	572.2	1116.4	565.1
2.99	3.06	1724562547027	1102.9	590.0	1093.1	592.6
2.99	3.06	1724562547038	1101.6	595.3	1090.0	596.1
3.0	3.06	1724562547049	1106.1	597.7	1097.8	589.5
3.01	3.07	1724562547060	1100.0	603.9	1095.9	593.3
3.02	3.08	1724562547071	1101.3	606.4	1096.3	596.3
3.02	3.09	1724562547082	1102.4	605.3	1095.0	597.2
3.03	3.1	1724562547093	1100.3	604.9	1093.8	599.5
3.03	3.1	1724562547105	1099.2	604.5	1093.3	598.7
3.05	3.11	1724562547115	1100.1	602.4	1091.1	603.5
3.05	3.12	1724562547127	1098.9	604.5	1091.7	602.3
3.07	3.13	1724562547137	1099.3	605.7	1091.3	602.8
3.08	3.14	1724562547150	1100.3	605.6	1090.4	603.8
3.09	3.15	1724562547160	1100.1	606.7	1089.7	602.6
3.09	3.15	1724562547171	1099.2	605.8	1089.9	602.0
3.1	3.17	1724562547183	1100.1	604.7	1091.1	604.7
3.11	3.18	1724562547193	1099.7	605.1	1091.5	604.5
