LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.14	3.11	1724575020491	1107.9	379.1	1016.0	455.8
3.15	3.13	1724575020503	1111.2	377.7	1017.7	455.4
3.16	3.14	1724575020513	1113.6	378.1	1020.5	451.2
3.17	3.15	1724575020525	1113.1	377.3	1019.9	452.4
3.18	3.17	1724575020536	1109.4	381.2	1018.6	451.5
3.2	3.18	1724575020548	1107.9	381.7	1016.5	449.9
3.22	3.19	1724575020558	1107.4	383.2	1017.7	452.0
3.23	3.2	1724575020570	1106.4	384.2	1017.2	452.0
3.24	3.22	1724575020580	1107.0	383.3	1015.4	453.0
3.25	3.24	1724575020591	1107.6	384.0	1015.6	451.9
3.26	3.26	1724575020603	1106.6	385.7	1016.6	451.8
3.28	3.27	1724575020614	1105.7	386.5	1020.2	451.8
3.3	3.28	1724575020625	1104.9	385.8	1020.1	452.6
3.32	3.29	1724575020636	1107.0	387.3	1019.4	453.4
3.33	3.3	1724575020648	1105.8	390.9	1018.5	458.5
3.34	3.31	1724575020658	1106.6	392.7	1018.0	457.7
3.35	3.34	1724575020669	1105.0	395.2	1019.7	458.2
3.36	3.36	1724575020681	1104.0	395.9	1020.9	459.8
3.38	3.36	1724575020692	1104.9	397.4	1025.0	461.9
3.4	3.38	1724575020703	1137.4	400.5	1061.1	464.7
3.41	3.38	1724575020714	1169.9	402.9	1088.7	464.5
3.42	3.4	1724575020724	1193.0	403.8	1109.2	463.7
3.42	3.4	1724575020736	1194.2	403.0	1104.4	468.0
3.43	3.42	1724575020748	1192.5	400.6	1095.7	470.0
3.44	3.42	1724575020758	1192.8	402.0	1094.6	471.6
3.45	3.43	1724575020769	1191.2	406.0	1093.7	471.1
3.45	3.42	1724575020780	1190.3	408.4	1094.6	469.8
3.45	3.43	1724575020791	1192.8	407.5	1093.5	470.2
3.45	3.44	1724575020803	1191.3	407.3	1099.4	469.4
3.46	3.44	1724575020815	1189.8	411.4	1099.8	472.2
3.46	3.45	1724575020825	1190.2	410.5	1100.5	474.6
3.48	3.45	1724575020837	1191.5	412.6	1099.6	475.3
3.48	3.45	1724575020847	1192.2	410.0	1101.4	474.7
3.48	3.45	1724575020859	1190.6	411.7	1101.8	473.2
3.47	3.46	1724575020870	1190.8	407.6	1100.4	476.9
3.48	3.47	1724575020881	1190.5	408.0	1099.5	477.6
3.49	3.48	1724575020891	1189.8	410.0	1099.8	479.4
3.49	3.48	1724575020903	1189.6	409.6	1098.0	480.2
3.49	3.48	1724575020914	1188.5	412.4	1098.2	483.7
3.49	3.48	1724575020925	1187.9	413.1	1099.8	484.3
3.51	3.48	1724575020936	1186.9	415.8	1097.4	480.4
3.51	3.48	1724575020948	1186.2	422.1	1098.1	480.1
3.52	3.48	1724575020958	1185.9	422.3	1098.0	481.9
3.52	3.49	1724575020969	1180.6	419.7	1096.8	483.5
3.51	3.48	1724575020981	1175.3	416.3	1091.7	490.4
3.52	3.49	1724575020991	1148.8	437.8	1065.7	513.0
3.54	3.5	1724575021003	1112.0	492.1	1032.1	561.4
3.55	3.53	1724575021014	1083.9	521.6	1006.7	591.2
3.55	3.52	1724575021025	1081.1	526.0	1001.8	595.6
3.55	3.53	1724575021036	1079.5	518.9	995.8	588.1
3.56	3.53	1724575021047	1081.7	523.3	995.9	589.6
3.56	3.54	1724575021058	1081.2	525.7	995.1	593.0
3.56	3.54	1724575021069	1084.2	522.7	993.4	591.3
3.56	3.54	1724575021081	1082.7	519.9	992.4	592.2
3.56	3.54	1724575021091	1081.3	521.6	993.6	592.0
3.56	3.55	1724575021102	1079.0	525.1	995.9	595.0
3.57	3.55	1724575021114	1078.0	526.0	996.6	596.1
3.58	3.54	1724575021125	1079.7	527.1	995.0	596.0
3.58	3.54	1724575021136	1081.2	533.3	995.6	597.7
3.58	3.55	1724575021150	1080.1	534.8	993.8	599.6
3.58	3.56	1724575021157	1080.3	533.7	992.0	602.3
3.59	3.56	1724575021169	1082.0	531.9	996.8	601.8
3.6	3.57	1724575021181	1080.6	531.3	992.9	604.0
3.61	3.57	1724575021192	1081.0	530.5	992.8	604.3
3.61	3.58	1724575021203	1081.0	533.4	988.4	605.1
3.62	3.58	1724575021214	1082.2	531.6	992.6	603.8
3.62	3.59	1724575021224	1081.2	532.5	993.3	603.6
3.63	3.59	1724575021236	1080.9	528.1	992.8	602.9
3.63	3.59	1724575021246	1080.8	527.8	994.8	601.7
3.63	3.59	1724575021258	1080.7	527.8	995.2	601.6
3.64	3.6	1724575021269	1081.4	531.4	996.0	604.6
3.65	3.6	1724575021281	1083.6	537.5	994.0	605.3
3.66	3.61	1724575021291	1084.5	537.9	994.2	604.4
3.67	3.6	1724575021303	1084.8	537.5	994.6	604.6
3.66	3.61	1724575021314	1083.2	539.4	995.6	603.6
3.66	3.6	1724575021324	1083.4	536.4	994.5	603.5
3.65	3.6	1724575021336	1085.6	535.0	994.0	603.3
3.63	3.59	1724575021347	1086.9	531.4	993.4	603.9
3.62	3.58	1724575021358	1086.3	533.3	993.5	603.4
3.6	3.56	1724575021369	1086.4	530.8	992.7	603.7
3.59	3.54	1724575021380	1085.9	530.8	992.8	604.9
