LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.02	3.13	1724562544551	1225.0	400.4	1225.4	415.4
3.02	3.14	1724562544562	1224.7	401.2	1226.8	415.1
3.03	3.14	1724562544573	1224.4	401.2	1226.5	414.8
3.04	3.15	1724562544584	1225.9	398.5	1226.1	414.8
3.06	3.16	1724562544595	1223.2	399.5	1225.5	413.8
3.07	3.17	1724562544606	1224.0	400.2	1225.9	413.6
3.08	3.18	1724562544618	1226.4	400.9	1226.3	413.9
3.08	3.18	1724562544628	1227.2	400.0	1225.4	412.8
3.09	3.19	1724562544639	1227.5	399.3	1225.3	413.1
3.09	3.2	1724562544651	1225.5	401.2	1225.5	410.6
3.11	3.21	1724562544661	1228.0	401.2	1223.7	409.5
3.12	3.22	1724562544672	1226.8	401.5	1223.7	408.5
3.13	3.23	1724562544685	1224.3	405.6	1224.8	410.3
3.13	3.24	1724562544695	1223.9	403.5	1227.3	410.5
3.14	3.24	1724562544705	1225.2	401.5	1227.7	411.1
3.15	3.26	1724562544717	1228.2	398.4	1227.3	409.9
3.16	3.26	1724562544729	1227.1	400.0	1226.5	410.1
3.17	3.27	1724562544739	1226.8	401.3	1225.9	409.6
3.18	3.28	1724562544750	1229.5	398.0	1224.9	411.0
3.19	3.29	1724562544762	1227.6	398.3	1226.9	410.2
3.19	3.3	1724562544772	1228.4	398.0	1225.8	410.9
3.2	3.3	1724562544784	1229.9	396.0	1224.2	409.7
3.21	3.31	1724562544794	1229.9	393.5	1224.1	411.8
3.22	3.31	1724562544805	1229.7	395.4	1225.0	412.3
3.22	3.32	1724562544818	1227.2	393.5	1224.8	414.4
3.23	3.33	1724562544828	1227.7	394.9	1226.3	414.3
3.24	3.33	1724562544839	1227.0	395.6	1226.5	414.6
3.24	3.34	1724562544851	1227.2	397.3	1226.7	414.9
3.25	3.34	1724562544862	1227.4	396.5	1227.4	413.7
3.26	3.35	1724562544872	1226.6	397.0	1226.8	414.0
3.26	3.36	1724562544884	1224.8	397.4	1227.5	415.0
3.26	3.37	1724562544895	1224.7	397.6	1225.2	416.5
3.27	3.37	1724562544905	1223.7	398.0	1223.6	416.7
3.28	3.37	1724562544918	1221.2	400.1	1222.5	417.9
3.29	3.37	1724562544935	1220.9	404.3	1223.4	422.0
3.29	3.38	1724562544939	1220.6	405.5	1222.4	422.4
3.3	3.38	1724562544951	1218.3	407.0	1220.9	424.4
3.3	3.39	1724562544961	1219.1	408.6	1219.2	422.4
3.31	3.39	1724562544972	1217.4	409.3	1218.5	421.7
3.3	3.4	1724562544984	1215.9	412.5	1220.7	422.4
3.31	3.4	1724562544995	1213.8	412.0	1223.0	423.7
3.32	3.41	1724562545006	1212.7	412.6	1222.2	427.3
3.33	3.41	1724562545017	1212.8	412.4	1219.6	429.1
3.33	3.42	1724562545029	1211.9	420.1	1215.1	432.1
3.34	3.43	1724562545039	1211.0	421.4	1214.1	432.8
3.34	3.44	1724562545051	1209.1	423.5	1210.7	436.1
3.35	3.44	1724562545061	1208.5	422.5	1209.5	439.4
3.36	3.45	1724562545072	1207.9	424.3	1209.3	440.4
3.36	3.45	1724562545084	1205.8	426.0	1207.0	441.3
3.37	3.46	1724562545094	1206.7	423.9	1204.2	441.4
3.37	3.46	1724562545105	1203.9	424.3	1203.3	443.1
3.38	3.46	1724562545117	1202.3	425.4	1200.9	446.2
3.39	3.46	1724562545128	1199.7	429.3	1199.3	448.4
3.4	3.47	1724562545139	1199.2	430.4	1197.1	450.1
3.41	3.48	1724562545150	1194.7	430.6	1195.7	451.5
