LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
2.87	3.02	1724666353188	831.0	529.8	863.2	524.8
2.9	3.04	1724666353200	817.8	528.9	844.9	525.7
2.91	3.06	1724666353211	818.7	526.3	842.0	529.4
2.92	3.07	1724666353221	823.2	524.4	843.7	531.7
2.92	3.08	1724666353232	828.4	525.3	847.2	531.7
2.94	3.09	1724666353243	826.2	526.3	846.5	527.8
2.95	3.1	1724666353254	826.6	530.9	846.4	526.1
2.96	3.12	1724666353266	826.5	531.2	844.7	522.8
2.98	3.13	1724666353277	828.3	531.7	841.9	525.4
2.99	3.14	1724666353288	829.1	531.7	841.5	524.8
3.01	3.16	1724666353299	831.0	531.9	842.4	528.4
3.03	3.17	1724666353310	831.1	535.7	844.6	529.3
3.04	3.18	1724666353321	830.6	534.5	843.1	529.7
3.06	3.2	1724666353332	828.4	535.0	839.9	530.1
3.06	3.21	1724666353344	828.5	532.8	839.5	529.4
3.08	3.23	1724666353354	826.0	530.6	840.5	526.8
3.09	3.24	1724666353366	830.4	533.4	852.3	523.1
3.12	3.26	1724666353377	866.0	524.6	898.9	511.4
3.15	3.29	1724666353388	943.8	510.5	983.1	498.7
3.2	3.3	1724666353399	1065.7	477.2	1089.3	472.9
3.22	3.34	1724666353410	1146.5	459.8	1169.2	458.6
3.24	3.35	1724666353421	1187.6	450.8	1210.5	448.6
3.24	3.36	1724666353433	1187.3	449.0	1212.4	448.9
3.23	3.35	1724666353444	1184.3	446.6	1206.2	447.0
3.23	3.35	1724666353455	1185.1	448.1	1200.9	447.8
3.24	3.35	1724666353466	1186.3	451.6	1198.4	447.3
3.25	3.36	1724666353477	1186.7	453.4	1203.3	447.4
3.26	3.37	1724666353487	1184.4	451.6	1203.0	445.1
3.26	3.37	1724666353500	1181.3	448.3	1198.4	445.6
3.27	3.38	1724666353510	1179.9	448.5	1197.8	446.6
3.28	3.37	1724666353521	1180.6	447.2	1197.7	450.1
3.28	3.37	1724666353533	1182.3	451.1	1199.5	452.6
3.28	3.37	1724666353544	1182.6	450.6	1196.7	451.1
3.28	3.38	1724666353554	1182.6	451.1	1195.9	450.4
3.28	3.39	1724666353566	1181.0	449.5	1194.7	450.8
3.28	3.38	1724666353577	1182.6	448.9	1196.0	454.0
3.29	3.39	1724666353588	1181.4	447.9	1197.2	454.2
3.29	3.38	1724666353600	1179.6	447.9	1198.5	451.3
3.29	3.38	1724666353611	1178.6	448.3	1197.8	452.3
3.28	3.39	1724666353621	1177.7	447.8	1196.9	452.7
3.28	3.39	1724666353632	1176.1	448.7	1196.3	452.9
3.28	3.39	1724666353644	1175.9	452.0	1196.6	449.8
3.29	3.38	1724666353654	1178.7	456.7	1198.3	449.6
3.29	3.39	1724666353665	1180.6	458.4	1198.6	449.6
3.29	3.4	1724666353677	1179.1	458.7	1196.8	451.4
3.29	3.4	1724666353688	1176.5	457.9	1193.5	450.5
3.28	3.4	1724666353699	1177.8	456.2	1194.9	449.8
3.29	3.4	1724666353710	1178.0	453.6	1197.5	450.9
3.29	3.41	1724666353720	1176.6	452.7	1199.4	448.8
3.31	3.42	1724666353733	1185.6	450.4	1205.8	449.2
3.32	3.43	1724666353743	1211.0	438.5	1226.1	436.0
3.33	3.47	1724666353754	1248.5	413.4	1241.6	432.1
3.34	3.48	1724666353765	1279.7	384.6	1282.9	402.7
3.34	3.5	1724666353777	1295.2	367.5	1308.6	382.8
3.35	3.46	1724666353788	1300.1	358.3	1309.3	377.5
3.36	3.48	1724666353799	1298.4	359.2	1310.2	377.5
3.36	3.48	1724666353810	1295.4	363.1	1304.4	377.0
3.36	3.49	1724666353820	1295.0	365.5	1303.4	375.9
3.36	3.5	1724666353832	1299.3	365.1	1302.2	368.3
3.36	3.5	1724666353843	1300.6	361.0	1306.2	367.6
3.37	3.51	1724666353854	1301.7	362.4	1307.3	369.0
3.37	3.51	1724666353866	1293.0	362.8	1308.5	371.0
3.38	3.51	1724666353877	1293.1	365.6	1305.9	370.8
3.38	3.52	1724666353888	1290.0	366.3	1306.3	371.8
3.39	3.52	1724666353899	1290.6	365.6	1308.4	369.8
3.4	3.52	1724666353910	1290.7	365.0	1311.2	370.9
3.4	3.53	1724666353920	1292.6	363.4	1310.3	369.2
3.4	3.54	1724666353932	1298.7	363.7	1306.2	367.8
3.4	3.54	1724666353943	1297.9	361.7	1305.0	369.0
3.4	3.54	1724666353954	1297.4	361.7	1304.0	370.3
3.4	3.54	1724666353965	1297.7	359.8	1306.2	373.8
3.39	3.55	1724666353976	1298.8	363.1	1304.7	370.3
3.39	3.55	1724666353987	1299.4	364.8	1305.1	368.4
3.39	3.55	1724666353999	1297.0	370.1	1304.4	369.6
3.39	3.56	1724666354009	1295.9	368.6	1303.4	373.0
3.39	3.56	1724666354020	1294.7	367.3	1303.8	373.9
3.39	3.56	1724666354032	1294.8	367.1	1302.7	379.1
3.4	3.56	1724666354044	1294.9	368.4	1301.9	377.6
3.41	3.56	1724666354055	1290.4	371.9	1300.9	379.4
3.42	3.58	1724666354068	1250.2	401.0	1266.2	399.2
3.42	3.59	1724666354077	1180.2	446.6	1204.0	444.6
3.41	3.59	1724666354087	1096.6	517.8	1120.4	508.9
3.41	3.59	1724666354099	1050.4	569.6	1073.4	562.7
3.4	3.59	1724666354111	1034.0	602.9	1058.5	598.5
3.41	3.57	1724666354120	1031.7	612.7	1059.9	609.8
3.4	3.57	1724666354133	1030.7	614.0	1058.4	610.6
3.4	3.57	1724666354143	1029.2	617.1	1053.0	609.5
3.4	3.59	1724666354154	1030.2	621.0	1051.9	610.9
3.41	3.59	1724666354166	1030.9	620.5	1051.4	612.7
3.42	3.59	1724666354177	1031.1	621.4	1052.6	614.0
3.43	3.6	1724666354187	1028.0	622.7	1050.9	611.7
3.44	3.62	1724666354199	1029.6	623.0	1049.9	610.0
3.44	3.63	1724666354210	1030.2	618.7	1052.7	606.9
3.45	3.64	1724666354220	1029.3	618.1	1052.5	605.3
3.46	3.64	1724666354232	1030.4	618.1	1052.9	603.7
3.47	3.65	1724666354243	1030.3	619.2	1056.3	605.7
3.49	3.66	1724666354254	1030.8	618.7	1056.0	606.9
3.5	3.67	1724666354265	1029.4	621.3	1056.3	609.2
3.5	3.69	1724666354276	1029.4	623.0	1049.7	612.4
3.51	3.7	1724666354287	1030.4	623.0	1050.4	612.9
3.52	3.71	1724666354299	1030.7	623.2	1050.4	614.8
3.54	3.72	1724666354310	1032.4	615.8	1055.1	612.5
3.55	3.73	1724666354320	1032.9	619.0	1055.0	613.4
3.55	3.74	1724666354335	1034.9	618.8	1057.3	613.5
3.55	3.75	1724666354344	1033.8	623.1	1057.4	610.8
3.56	3.75	1724666354354	1032.5	620.5	1058.9	611.2
3.57	3.75	1724666354365	1029.6	624.3	1056.5	611.2
3.57	3.75	1724666354377	1029.1	628.2	1053.6	618.7
3.57	3.74	1724666354387	1030.1	630.3	1052.2	616.2
3.57	3.74	1724666354398	1029.9	624.7	1053.5	615.8
3.56	3.75	1724666354410	1030.7	627.9	1052.1	609.1
3.56	3.76	1724666354420	1028.3	626.8	1053.0	613.2
3.57	3.75	1724666354432	1031.5	630.2	1053.9	613.7
3.59	3.74	1724666354443	1030.7	616.7	1052.5	615.3
3.59	3.74	1724666354454	1031.2	620.7	1052.0	614.1
3.59	3.75	1724666354465	1029.4	618.5	1050.0	610.0
3.58	3.75	1724666354476	1029.6	624.3	1048.6	609.2
3.58	3.76	1724666354487	1028.9	620.9	1047.6	611.2
3.59	3.75	1724666354498	1028.5	624.6	1048.5	611.2
3.58	3.75	1724666354510	1030.3	624.2	1051.7	613.1
3.58	3.75	1724666354521	1031.7	625.5	1052.7	612.3
3.57	3.75	1724666354532	1026.1	624.0	1053.6	614.8
3.57	3.75	1724666354543	1023.6	624.3	1055.3	615.7
3.57	3.74	1724666354554	1025.5	624.6	1055.4	612.8
3.55	3.73	1724666354565	1027.4	626.3	1054.7	613.5
3.52	3.69	1724666354577	1029.0	627.4	1055.4	611.9
3.49	3.66	1724666354587	1027.6	623.6	1055.7	613.3
3.45	3.64	1724666354598	1030.6	622.6	1056.4	614.3
3.41	3.61	1724666354609	1028.4	625.1	1052.2	612.1
3.37	3.55	1724666354620	1027.3	632.4	1051.6	614.4
3.33	3.49	1724666354632	1022.6	628.9	1050.2	608.7
3.29	3.48	1724666354643	1022.3	628.3	1057.5	605.6
3.26	3.45	1724666354654	1024.7	622.3	1059.6	603.4
3.23	3.43	1724666354665	1026.4	621.9	1060.8	605.4
3.19	3.39	1724666354677	1027.7	618.8	1054.9	608.0
3.16	3.35	1724666354687	1025.9	619.5	1055.5	608.2
3.11	3.31	1724666354699	1024.6	619.1	1054.2	607.2
3.08	3.27	1724666354709	1024.9	620.8	1055.5	603.3
