LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.32	3.33	1724663296058	1261.5	486.7	1248.6	453.9
3.32	3.33	1724663296070	1261.5	486.7	1248.2	455.4
3.31	3.32	1724663296081	1262.5	474.4	1248.3	456.1
3.31	3.32	1724663296092	1260.5	473.8	1247.2	457.2
3.31	3.32	1724663296103	1260.5	473.8	1246.7	455.5
3.32	3.32	1724663296114	1258.5	474.2	1247.7	456.7
3.32	3.32	1724663296125	1257.6	478.1	1249.1	455.1
3.32	3.33	1724663296136	1257.6	478.1	1249.2	457.1
3.33	3.33	1724663296148	1259.3	480.1	1248.7	455.2
3.32	3.33	1724663296159	1259.6	478.0	1247.7	457.0
3.36	3.33	1724663296170	1253.0	482.6	1246.9	457.7
3.36	3.33	1724663296181	1249.4	487.9	1248.2	456.9
3.37	3.33	1724663296192	1249.3	487.5	1247.6	455.7
3.35	3.34	1724663296203	1239.2	478.3	1247.9	453.6
3.35	3.34	1724663296214	1241.1	475.9	1245.6	454.7
3.36	3.34	1724663296225	1241.4	476.3	1246.1	454.8
3.32	3.34	1724663296237	1229.4	470.4	1243.3	455.1
3.33	3.35	1724663296247	1228.8	470.7	1238.8	457.0
3.33	3.36	1724663296258	1214.2	467.5	1224.4	449.0
3.37	3.36	1724663296270	1232.3	477.5	1181.6	442.2
3.34	3.36	1724663296281	1174.1	444.6	1143.8	436.9
3.34	3.37	1724663296291	1153.1	434.6	1130.1	436.5
3.34	3.37	1724663296303	1153.1	434.6	1133.0	435.8
3.36	3.37	1724663296314	1143.4	435.5	1128.1	437.3
3.37	3.37	1724663296325	1140.3	439.2	1125.3	436.9
3.26	3.37	1724663296336	1088.6	418.6	1125.5	440.8
3.25	3.37	1724663296347	1083.7	420.7	1125.5	442.0
3.26	3.37	1724663296358	1083.0	421.7	1123.9	443.0
3.37	3.37	1724663296369	1131.1	443.8	1122.0	444.8
3.37	3.37	1724663296380	1123.7	447.6	1121.5	445.4
3.37	3.37	1724663296391	1126.6	446.3	1121.1	446.6
3.37	3.38	1724663296402	1126.6	446.3	1119.9	450.3
3.39	3.38	1724663296413	1127.6	449.9	1119.5	453.2
3.4	3.39	1724663296425	1124.8	452.9	1119.4	454.7
3.39	3.39	1724663296436	1114.5	445.8	1119.4	452.7
3.4	3.39	1724663296448	1117.3	445.9	1118.6	451.1
3.4	3.39	1724663296459	1117.8	446.5	1117.4	451.8
3.41	3.39	1724663296469	1121.4	452.7	1116.8	448.7
3.4	3.39	1724663296481	1124.6	452.0	1119.3	444.9
3.41	3.39	1724663296492	1124.8	455.8	1119.5	446.9
3.4	3.39	1724663296503	1135.2	458.6	1115.7	450.5
