LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.05	3.04	1724575017272	1133.4	413.7	1045.4	486.9
3.05	3.04	1724575017283	1130.3	412.0	1044.5	484.2
3.05	3.05	1724575017294	1129.9	411.6	1044.0	483.7
3.06	3.05	1724575017305	1130.8	411.3	1040.9	484.7
3.07	3.05	1724575017316	1131.8	408.7	1043.2	482.3
3.07	3.05	1724575017328	1131.0	408.8	1043.0	482.8
3.07	3.05	1724575017339	1129.3	409.9	1039.9	477.1
3.07	3.05	1724575017349	1128.8	408.6	1039.6	473.4
3.06	3.06	1724575017361	1128.2	411.5	1040.9	474.3
3.06	3.07	1724575017372	1124.4	412.0	1045.9	476.0
3.07	3.07	1724575017383	1122.3	414.6	1045.0	478.6
3.08	3.07	1724575017394	1122.4	413.2	1042.2	479.6
3.09	3.07	1724575017405	1123.0	414.1	1044.7	484.2
3.09	3.07	1724575017416	1126.6	417.1	1044.2	487.1
3.1	3.07	1724575017427	1126.9	415.9	1044.2	485.9
3.1	3.09	1724575017439	1129.7	416.0	1043.1	486.6
3.11	3.1	1724575017450	1130.8	415.0	1044.0	489.1
3.12	3.11	1724575017460	1129.0	413.3	1045.0	488.8
3.14	3.11	1724575017472	1141.0	412.1	1056.1	477.8
3.15	3.14	1724575017483	1179.4	400.4	1102.3	461.2
3.16	3.14	1724575017494	1225.1	386.0	1147.6	445.8
3.18	3.16	1724575017505	1274.5	359.5	1198.2	423.4
3.2	3.18	1724575017516	1290.0	345.1	1211.5	401.4
3.2	3.19	1724575017527	1289.3	343.2	1208.5	399.0
3.2	3.19	1724575017538	1291.7	353.2	1207.1	402.5
3.21	3.2	1724575017550	1289.9	360.7	1205.4	409.5
3.21	3.19	1724575017561	1289.1	358.8	1204.7	411.9
3.22	3.2	1724575017572	1286.1	359.2	1200.8	408.5
3.23	3.2	1724575017583	1283.8	357.0	1199.7	411.5
3.24	3.21	1724575017594	1283.6	358.3	1197.5	412.2
3.24	3.21	1724575017605	1284.5	355.9	1194.2	409.8
3.25	3.23	1724575017617	1284.7	354.2	1192.1	412.8
3.25	3.24	1724575017628	1285.0	354.6	1192.2	414.1
3.27	3.25	1724575017639	1286.4	353.2	1195.5	418.4
3.28	3.26	1724575017650	1284.6	354.4	1197.4	418.4
3.29	3.27	1724575017661	1283.1	355.1	1197.3	417.5
3.29	3.27	1724575017672	1280.6	352.0	1198.6	418.4
3.3	3.28	1724575017683	1281.5	354.0	1198.6	415.5
3.31	3.29	1724575017694	1282.3	355.7	1199.4	414.7
3.33	3.3	1724575017706	1282.7	357.1	1199.0	414.2
3.34	3.31	1724575017716	1283.9	357.3	1197.5	415.6
3.35	3.32	1724575017728	1284.1	357.0	1196.2	416.5
3.37	3.33	1724575017739	1259.6	380.4	1174.7	441.9
3.38	3.33	1724575017749	1223.9	412.8	1139.0	475.2
3.4	3.35	1724575017761	1182.5	455.9	1101.2	514.4
3.41	3.37	1724575017772	1142.6	492.3	1057.8	545.1
3.41	3.37	1724575017782	1126.7	507.3	1040.1	561.5
3.41	3.38	1724575017794	1119.3	506.4	1035.5	565.1
3.42	3.38	1724575017805	1126.6	508.6	1038.1	563.9
3.42	3.39	1724575017816	1123.2	505.8	1035.7	567.0
3.43	3.4	1724575017828	1123.1	508.9	1033.6	567.5
3.43	3.41	1724575017839	1120.0	508.9	1032.3	569.0
3.45	3.42	1724575017850	1120.1	508.9	1029.4	572.3
3.47	3.43	1724575017861	1121.3	510.1	1029.8	570.3
3.48	3.43	1724575017872	1121.8	511.1	1030.9	573.8
3.49	3.43	1724575017883	1121.9	515.2	1032.1	571.9
