LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.18	3.22	1724663290441	1204.3	562.7	1186.0	540.0
3.21	3.22	1724663290452	1207.1	558.3	1184.6	537.3
3.22	3.22	1724663290463	1206.8	559.5	1183.7	536.3
3.22	3.24	1724663290473	1206.8	559.5	1182.3	538.5
3.22	3.25	1724663290485	1201.8	563.1	1179.1	539.7
3.22	3.26	1724663290496	1201.6	560.6	1179.8	540.4
3.24	3.26	1724663290508	1197.4	576.7	1182.4	539.8
3.25	3.27	1724663290518	1197.7	574.1	1184.2	539.8
3.26	3.28	1724663290529	1197.8	576.6	1183.3	538.6
3.24	3.29	1724663290540	1202.4	559.8	1184.4	539.6
3.27	3.3	1724663290552	1217.2	554.7	1186.1	540.9
3.27	3.3	1724663290562	1216.7	549.3	1186.8	541.1
3.27	3.31	1724663290574	1216.7	549.3	1186.3	540.9
3.29	3.32	1724663290585	1207.7	555.3	1185.6	541.1
3.3	3.34	1724663290595	1206.1	554.8	1185.3	541.5
3.33	3.35	1724663290607	1196.6	569.9	1184.7	540.8
3.33	3.36	1724663290618	1196.3	572.6	1184.5	537.7
3.34	3.37	1724663290629	1196.5	574.3	1183.7	537.8
3.33	3.37	1724663290641	1206.0	562.0	1183.1	538.6
3.34	3.39	1724663290651	1206.4	561.3	1181.3	541.2
3.34	3.39	1724663290662	1206.5	559.4	1180.0	541.3
3.34	3.4	1724663290674	1206.5	559.4	1178.3	540.9
3.35	3.41	1724663290685	1209.1	554.1	1178.8	541.0
3.35	3.41	1724663290695	1210.2	556.8	1179.8	540.4
3.35	3.42	1724663290707	1210.2	556.8	1180.4	539.4
3.36	3.43	1724663290717	1208.1	558.8	1179.0	540.0
3.38	3.44	1724663290728	1207.3	559.4	1177.1	539.7
3.42	3.45	1724663290741	1201.5	578.1	1176.5	542.3
3.43	3.46	1724663290752	1201.1	578.8	1175.5	542.1
3.43	3.46	1724663290762	1202.0	580.0	1176.7	543.1
3.4	3.47	1724663290774	1208.0	562.5	1177.3	544.1
3.4	3.47	1724663290785	1206.0	563.0	1176.8	545.4
3.41	3.48	1724663290796	1204.1	562.4	1178.0	544.6
3.45	3.48	1724663290807	1196.2	572.7	1178.1	544.7
3.46	3.49	1724663290817	1194.5	573.3	1177.9	545.8
3.46	3.49	1724663290828	1192.9	572.3	1177.6	546.4
3.48	3.5	1724663290840	1194.9	569.5	1177.6	546.2
3.48	3.5	1724663290852	1194.6	568.5	1176.3	545.8
3.48	3.51	1724663290862	1194.1	570.5	1175.5	544.7
3.48	3.51	1724663290874	1190.4	573.1	1175.4	545.2
3.49	3.52	1724663290885	1190.4	571.7	1175.5	544.6
3.5	3.52	1724663290895	1191.2	571.6	1174.2	544.6
3.51	3.52	1724663290907	1187.3	560.1	1173.8	545.1
3.53	3.53	1724663290918	1181.5	559.8	1175.1	546.7
3.54	3.53	1724663290928	1182.0	557.1	1175.9	548.7
3.51	3.54	1724663290940	1190.6	556.5	1177.6	549.2
3.52	3.55	1724663290952	1187.2	557.6	1175.1	548.3
3.53	3.55	1724663290962	1185.9	559.9	1175.0	547.0
3.53	3.56	1724663290973	1170.2	555.9	1174.1	545.3
3.53	3.56	1724663290985	1175.4	554.3	1175.7	544.8
3.54	3.57	1724663290996	1174.4	553.7	1175.7	543.3
3.58	3.57	1724663291007	1184.9	561.4	1176.0	543.5
3.59	3.58	1724663291018	1180.7	566.5	1176.2	542.9
3.6	3.58	1724663291029	1180.2	565.4	1175.8	544.4
3.6	3.59	1724663291040	1177.5	567.8	1175.0	544.8
3.6	3.6	1724663291051	1177.2	567.1	1175.0	546.4
3.61	3.6	1724663291061	1176.4	569.1	1177.0	546.8
3.57	3.61	1724663291073	1183.4	564.7	1176.1	545.7
3.57	3.61	1724663291084	1184.6	561.6	1172.4	545.6
3.59	3.61	1724663291095	1185.2	565.0	1170.7	545.8
3.15	3.55	1724663291107	1074.7	630.8	1168.0	588.9
2.89	3.49	1724663291116	1014.1	666.6	1165.2	613.0
2.27	3.44	1724663291126	850.2	764.6	1159.5	670.9
2.04	3.35	1724663291273	807.2	869.7	1185.5	651.7
2.33	3.63	1724663291284	905.1	879.6	1150.1	585.2
2.4	3.71	1724663291295	913.4	825.2	1149.8	551.8
2.82	3.72	1724663291306	980.5	725.6	1156.5	551.0
3.18	3.69	1724663291318	1020.7	647.3	1159.9	564.6
3.35	3.68	1724663291328	1068.2	654.7	1158.1	566.8
3.56	3.69	1724663291339	1119.3	626.8	1153.8	566.2
3.59	3.69	1724663291351	1139.2	593.9	1152.9	566.2
3.64	3.69	1724663291362	1146.3	570.3	1153.6	564.9
3.72	3.7	1724663291373	1157.5	554.1	1158.3	561.9
3.76	3.7	1724663291384	1153.9	540.8	1157.7	560.2
3.76	3.7	1724663291395	1155.2	536.8	1157.3	561.1
3.77	3.7	1724663291406	1155.9	533.4	1156.3	561.0
3.76	3.7	1724663291417	1150.4	546.4	1156.9	561.2
3.76	3.7	1724663291429	1151.2	546.7	1157.5	560.1
3.73	3.7	1724663291440	1148.3	567.5	1156.1	559.8
3.72	3.7	1724663291451	1150.8	568.9	1155.1	558.1
3.72	3.71	1724663291462	1150.4	568.1	1156.7	557.4
3.73	3.71	1724663291473	1149.8	567.6	1156.6	557.5
3.73	3.7	1724663291483	1154.1	563.2	1165.8	547.6
3.73	3.71	1724663291495	1171.1	546.9	1182.4	531.8
3.73	3.71	1724663291507	1191.3	522.8	1207.8	505.0
3.75	3.7	1724663291517	1216.7	495.1	1222.9	483.9
3.75	3.7	1724663291528	1220.9	490.0	1224.2	473.2
3.73	3.7	1724663291540	1217.1	491.3	1221.0	472.6
3.72	3.7	1724663291551	1214.9	501.9	1223.0	474.6
3.71	3.7	1724663291561	1213.1	500.2	1224.2	476.4
3.73	3.7	1724663291573	1218.6	502.3	1224.9	477.4
3.75	3.7	1724663291584	1213.0	500.2	1223.0	475.6
3.75	3.71	1724663291595	1213.4	499.9	1224.6	475.7
3.75	3.7	1724663291606	1214.3	494.1	1226.6	474.2
3.74	3.7	1724663291617	1218.7	490.2	1225.1	477.9
3.74	3.7	1724663291629	1218.6	489.9	1226.4	477.7
3.72	3.7	1724663291639	1212.9	486.6	1226.4	475.2
3.74	3.71	1724663291650	1211.6	484.4	1224.4	475.6
3.74	3.71	1724663291662	1212.4	484.8	1222.9	473.8
3.76	3.7	1724663291674	1211.9	485.2	1223.1	472.9
3.76	3.69	1724663291684	1212.3	488.9	1224.3	474.1
3.76	3.7	1724663291695	1211.9	488.7	1224.6	474.8
3.75	3.69	1724663291706	1222.1	492.7	1224.3	474.3
3.74	3.69	1724663291717	1216.8	497.4	1226.7	466.8
3.75	3.69	1724663291728	1215.0	495.0	1227.7	467.7
3.75	3.69	1724663291739	1206.2	487.1	1226.1	469.0
3.76	3.69	1724663291751	1207.3	484.5	1228.5	471.3
3.76	3.7	1724663291762	1206.5	483.7	1227.7	469.2
3.75	3.7	1724663291773	1215.4	489.8	1228.5	470.9
3.75	3.7	1724663291784	1213.9	491.6	1225.5	468.8
3.75	3.69	1724663291795	1214.2	491.5	1225.8	470.6
3.75	3.69	1724663291806	1214.2	491.5	1225.3	469.2
3.75	3.69	1724663291817	1213.0	496.9	1227.4	470.8
3.75	3.69	1724663291828	1211.8	497.8	1226.4	469.3
3.75	3.69	1724663291840	1211.8	497.8	1227.4	468.6
3.74	3.7	1724663291850	1214.1	491.2	1226.8	469.3
3.74	3.7	1724663291862	1214.7	489.5	1227.4	469.3
3.74	3.7	1724663291872	1214.7	489.5	1227.1	468.6
3.74	3.7	1724663291883	1216.8	487.5	1227.8	467.4
3.74	3.71	1724663291895	1217.7	487.7	1228.1	466.6
3.74	3.7	1724663291906	1217.7	487.7	1228.7	463.7
3.74	3.69	1724663291917	1218.8	488.3	1227.8	462.5
3.74	3.69	1724663291927	1216.9	488.8	1227.1	463.5
3.74	3.69	1724663291940	1216.9	488.8	1226.2	465.9
3.71	3.68	1724663291950	1218.1	487.1	1226.3	466.2
3.68	3.67	1724663291962	1218.5	489.2	1227.0	464.7
3.66	3.65	1724663291973	1200.3	482.9	1225.2	464.8
3.63	3.62	1724663291984	1197.6	488.3	1225.3	463.5
3.61	3.6	1724663291994	1197.4	488.9	1223.9	463.9
3.61	3.57	1724663292006	1214.4	498.6	1224.2	462.2
3.57	3.55	1724663292017	1215.5	496.9	1223.3	461.7
3.54	3.52	1724663292028	1214.6	498.7	1223.4	461.1
3.31	3.49	1724663292040	1149.1	470.6	1223.4	457.9
3.28	3.47	1724663292051	1151.4	469.4	1224.3	456.5
3.25	3.44	1724663292062	1151.0	467.0	1224.1	456.2
3.45	3.42	1724663292073	1211.9	501.3	1223.6	459.0
3.35	3.39	1724663292084	1191.5	492.8	1223.3	460.0
3.33	3.37	1724663292095	1191.4	493.9	1223.0	460.6
3.26	3.35	1724663292106	1187.7	482.7	1221.0	458.4
3.34	3.33	1724663292117	1227.9	487.2	1219.4	459.8
3.31	3.31	1724663292128	1230.6	488.2	1220.1	459.0
3.31	3.29	1724663292139	1230.6	488.2	1219.9	459.5
3.28	3.28	1724663292150	1231.3	486.7	1219.1	458.3
3.26	3.27	1724663292161	1230.0	483.5	1218.0	458.5
3.26	3.26	1724663292173	1230.0	483.5	1219.9	456.1
3.19	3.25	1724663292184	1207.1	484.1	1221.5	451.2
3.17	3.24	1724663292194	1205.9	485.7	1220.8	451.6
3.08	3.22	1724663292206	1166.7	468.7	1218.5	452.6
2.99	3.21	1724663292217	1148.3	458.0	1217.1	454.8
2.98	3.21	1724663292228	1146.5	458.1	1216.9	453.5
3.01	3.21	1724663292239	1176.4	470.0	1220.1	452.0
3.07	3.2	1724663292250	1187.3	477.0	1221.0	453.0
3.06	3.2	1724663292260	1187.9	478.0	1221.1	453.2
3.05	3.19	1724663292273	1170.4	461.4	1220.8	453.2
3.11	3.19	1724663292284	1196.8	459.8	1221.7	453.7
3.11	3.18	1724663292295	1195.4	459.4	1221.7	454.2
3.15	3.18	1724663292305	1226.4	474.1	1220.0	454.5
