LeftPupilSize	RightPupilSize	SystemTimeStamp	L_X	L_Y	R_X	R_Y
3.14	3.05	1724574174083	1056.0	434.3	962.8	503.2
3.14	3.05	1724574174094	1053.7	437.3	964.5	504.0
3.15	3.06	1724574174106	1053.1	439.4	967.1	504.4
3.16	3.06	1724574174117	1050.8	440.4	965.8	503.1
3.16	3.07	1724574174128	1051.2	441.5	966.3	505.1
3.16	3.07	1724574174139	1051.4	443.1	965.1	508.9
3.16	3.08	1724574174149	1052.4	444.5	966.2	510.8
3.17	3.08	1724574174161	1054.6	446.0	964.7	512.0
3.18	3.09	1724574174172	1054.7	447.5	964.0	514.1
3.19	3.1	1724574174183	1053.8	446.5	963.5	517.2
3.19	3.11	1724574174194	1054.0	443.9	966.3	515.0
3.19	3.11	1724574174205	1054.6	443.3	967.7	514.3
3.2	3.12	1724574174217	1054.5	443.0	969.8	511.3
3.22	3.12	1724574174228	1054.6	447.0	970.4	510.2
3.22	3.13	1724574174239	1053.6	445.4	970.9	506.3
3.22	3.14	1724574174249	1054.2	446.1	969.7	504.1
3.23	3.15	1724574174262	1054.4	442.1	968.2	504.1
3.24	3.16	1724574174272	1053.8	444.5	967.1	504.8
3.25	3.17	1724574174283	1052.7	444.4	967.7	504.9
3.26	3.18	1724574174294	1048.1	441.6	972.2	505.4
3.28	3.2	1724574174306	1066.9	434.6	994.3	505.3
3.31	3.22	1724574174316	1118.4	412.7	1044.0	481.2
3.34	3.25	1724574174327	1198.4	367.3	1119.0	444.3
3.37	3.29	1724574174339	1240.3	326.7	1169.5	404.8
3.39	3.3	1724574174350	1257.1	296.9	1180.6	383.9
3.4	3.3	1724574174361	1255.5	291.3	1176.5	379.4
3.4	3.3	1724574174373	1257.3	296.9	1172.7	385.1
3.41	3.3	1724574174383	1258.2	295.5	1172.9	387.4
3.42	3.31	1724574174395	1258.5	293.6	1169.3	386.2
3.43	3.32	1724574174405	1257.6	288.4	1168.0	383.9
3.45	3.34	1724574174416	1258.2	284.7	1167.4	386.7
3.45	3.35	1724574174428	1256.4	292.2	1165.8	382.7
3.46	3.35	1724574174439	1254.5	295.5	1162.9	384.7
3.46	3.36	1724574174449	1253.5	300.2	1161.9	382.9
3.47	3.37	1724574174461	1249.7	306.2	1162.9	389.1
3.48	3.38	1724574174472	1249.3	307.4	1162.0	381.7
3.49	3.39	1724574174483	1250.7	309.1	1160.9	382.3
3.51	3.4	1724574174495	1249.9	303.2	1158.4	383.8
3.52	3.42	1724574174506	1247.6	305.4	1157.6	380.4
3.52	3.43	1724574174516	1242.4	307.5	1155.5	382.0
3.54	3.44	1724574174528	1242.0	309.2	1153.5	380.7
3.55	3.44	1724574174539	1242.3	309.6	1153.3	385.7
3.55	3.45	1724574174549	1240.9	312.7	1151.3	388.8
3.56	3.46	1724574174561	1238.5	315.5	1150.8	385.7
3.57	3.47	1724574174572	1235.2	318.0	1149.9	393.6
3.58	3.48	1724574174583	1234.6	318.4	1148.7	394.2
3.59	3.48	1724574174594	1234.5	315.3	1150.4	399.3
3.59	3.49	1724574174605	1234.6	315.4	1147.1	397.0
3.61	3.5	1724574174616	1233.1	318.4	1147.0	398.1
3.63	3.51	1724574174634	1198.3	335.4	1110.9	402.9
3.64	3.52	1724574174639	1166.6	341.6	1071.8	410.6
3.65	3.54	1724574174649	1136.1	348.4	1050.1	412.6
3.65	3.55	1724574174661	1136.1	342.5	1048.6	412.4
3.66	3.56	1724574174672	1135.4	340.9	1045.3	411.6
3.66	3.56	1724574174683	1134.8	340.0	1043.7	413.9
3.67	3.56	1724574174694	1134.6	343.6	1045.2	412.7
3.68	3.57	1724574174705	1133.6	344.9	1047.8	414.7
3.69	3.58	1724574174716	1132.0	346.3	1046.8	415.8
3.7	3.59	1724574174728	1131.0	349.5	1042.9	414.5
3.71	3.59	1724574174738	1132.9	350.3	1041.7	416.3
3.72	3.6	1724574174750	1133.4	351.6	1040.8	416.6
3.73	3.61	1724574174761	1133.0	354.5	1039.7	419.5
3.73	3.62	1724574174772	1132.9	357.0	1037.5	421.5
3.74	3.63	1724574174783	1132.2	358.8	1036.5	421.2
3.75	3.64	1724574174794	1125.9	365.1	1035.6	425.1
3.76	3.64	1724574174805	1124.3	367.7	1037.5	427.5
3.77	3.65	1724574174816	1126.0	369.2	1037.1	427.5
3.78	3.66	1724574174828	1125.3	372.0	1036.5	428.9
3.78	3.66	1724574174838	1128.4	373.1	1036.4	432.2
3.78	3.67	1724574174850	1128.7	371.9	1035.9	435.7
3.79	3.67	1724574174861	1130.3	373.5	1036.5	434.6
3.79	3.68	1724574174872	1127.4	376.1	1035.9	436.0
3.81	3.68	1724574174882	1126.8	378.8	1036.2	436.9
3.81	3.68	1724574174894	1128.2	368.4	1036.1	440.4
3.82	3.69	1724574174905	1126.5	369.5	1034.9	438.8
3.83	3.7	1724574174916	1128.4	367.3	1035.7	438.6
3.85	3.71	1724574174928	1130.0	371.1	1035.6	439.5
3.85	3.72	1724574174938	1127.7	373.3	1033.8	442.2
3.86	3.73	1724574174950	1110.1	390.6	1019.2	456.2
3.87	3.74	1724574174961	1089.9	420.1	999.6	478.2
3.87	3.76	1724574174972	1074.0	442.0	979.3	506.9
3.87	3.77	1724574174983	1068.0	453.9	970.8	514.3
3.88	3.77	1724574174994	1064.1	455.0	965.0	522.4
3.89	3.78	1724574175004	1066.5	456.5	964.1	521.6
3.89	3.78	1724574175016	1066.6	460.1	966.1	524.0
3.9	3.79	1724574175027	1064.9	459.7	966.1	521.2
3.91	3.8	1724574175039	1064.7	460.1	966.8	521.3
3.91	3.81	1724574175049	1064.9	459.3	967.7	520.0
3.92	3.83	1724574175061	1065.9	460.2	966.6	518.0
3.93	3.82	1724574175071	1065.6	460.6	965.9	515.0
3.94	3.83	1724574175083	1063.3	461.0	963.9	517.2
3.95	3.83	1724574175094	1065.5	460.6	963.8	512.6
3.95	3.85	1724574175105	1065.9	457.7	961.9	512.1
3.96	3.86	1724574175116	1067.5	456.9	961.9	511.0
3.97	3.87	1724574175127	1065.5	457.4	960.9	517.0
3.99	3.88	1724574175139	1066.5	460.3	960.5	520.5
3.99	3.89	1724574175149	1065.7	463.2	961.7	520.9
4.01	3.89	1724574175161	1064.6	464.6	960.6	522.7
4.02	3.89	1724574175172	1063.4	463.9	961.6	526.2
4.03	3.9	1724574175183	1063.9	460.7	959.9	524.6
4.04	3.91	1724574175194	1064.8	462.3	963.8	525.6
4.04	3.9	1724574175205	1063.9	461.4	965.0	522.4
4.05	3.91	1724574175216	1061.0	460.9	965.9	522.8
4.05	3.92	1724574175227	1059.2	459.2	967.8	524.8
4.05	3.93	1724574175238	1059.5	459.2	968.8	526.5
4.06	3.94	1724574175249	1060.8	459.7	968.9	526.0
4.06	3.95	1724574175261	1060.1	461.3	967.3	526.2
4.08	3.95	1724574175272	1060.5	462.4	969.5	525.9
4.07	3.95	1724574175283	1060.2	461.2	970.9	526.5
4.07	3.94	1724574175294	1063.6	461.8	971.8	523.9
4.05	3.94	1724574175305	1065.6	462.3	972.0	525.2
4.04	3.92	1724574175316	1064.2	464.0	972.3	526.8
4.01	3.89	1724574175327	1064.0	463.2	970.9	528.0
3.98	3.86	1724574175338	1064.2	462.8	970.5	526.7
3.95	3.83	1724574175349	1066.0	462.5	971.6	528.0
3.89	3.79	1724574175361	1064.7	459.9	972.3	528.4
3.85	3.75	1724574175372	1064.8	456.2	973.0	528.3
3.81	3.71	1724574175383	1064.5	457.4	972.1	528.5
3.78	3.67	1724574175394	1065.4	457.4	972.0	528.3
3.75	3.64	1724574175405	1064.2	459.1	971.8	529.1
3.72	3.61	1724574175415	1064.5	456.9	971.3	530.9
3.68	3.58	1724574175426	1066.5	453.3	973.6	534.3
3.65	3.55	1724574175438	1064.6	451.8	973.0	532.5
3.62	3.52	1724574175449	1063.3	450.8	972.0	535.2
